,type,text
10,Command,"[ 0.09625161  0.13805476  0.03148184  0.08384411 -0.07690458 -0.16884805
  0.21204157  0.02446618 -0.10629971 -0.03362349  0.02311707 -0.03811275
  0.19190013 -0.08629062 -0.13955471 -0.16323085 -0.08229955 -0.06857778
  0.0407737  -0.2587482   0.29023996  0.08736251  0.29311338  0.12028344
  0.03497767 -0.02830807 -0.01807863 -0.0086723   0.07645585 -0.17789035
  0.03620819  0.20008016  0.09173184  0.02095793  0.0023164  -0.08541135
  0.01780195  0.2558941  -0.02566808 -0.0582115  -0.15394688  0.12999655
  0.04449532  0.10276798  0.16497667  0.02359717  0.06494741 -0.16533847
 -0.03067947  0.09448494 -0.05774833 -0.22366078  0.17054176 -0.01939235
 -0.10161173  0.06573837  0.14401314 -0.03640531  0.02332428 -0.11223459
 -0.04701189 -0.05253797 -0.02186883 -0.01514852  0.09513589 -0.2381792
 -0.06104078  0.01120797  0.39322957 -0.20803484 -0.03974897  0.02668026
  0.16158605  0.0652136   0.08230262  0.02291541  0.03009229 -0.08920446
  0.17671242  0.1534998   0.06943704 -0.36432353  0.01936712  0.03389583
 -0.13591188 -0.04007786 -0.04370007  0.3184628   0.24910858 -0.03188604
 -0.01641151  0.14372945 -0.01512439 -0.00141466 -0.01225188 -0.12322465
  0.07340422  0.00334066  0.18444394  0.19393761]"
11,Command,"[-0.1451746  -0.02744015  0.15709752 -0.3178      0.18685481  0.05074961
  0.23123518  0.13985816  0.03572688 -0.03085827  0.14916174  0.20293446
 -0.06148685 -0.04128654 -0.07155173 -0.5195039  -0.04273499  0.39043152
  0.14500543 -0.18000638  0.15244563  0.29752716 -0.02348428  0.04325287
 -0.08719523  0.09792857 -0.19325274  0.14939097  0.05886387 -0.00200648
 -0.01800759 -0.11151981  0.07089151 -0.08390942  0.25709236 -0.07371838
  0.31341344  0.25904945  0.20544839  0.09841249 -0.08304308 -0.02372233
 -0.12450089  0.17942396  0.10843807  0.03060707 -0.02687112 -0.19134456
 -0.22738448  0.09818787  0.10980773  0.14186266  0.08467572 -0.08482399
 -0.00800274  0.10086199 -0.16717915 -0.14745815 -0.08714715  0.12409201
  0.2654466  -0.18014166  0.08583704 -0.289075    0.16905299 -0.10963777
  0.08153686  0.27733585  0.3072998   0.01293117 -0.12073418 -0.03517172
 -0.19017608 -0.01068233  0.07194455 -0.2182614   0.15477706 -0.02150658
 -0.13439721 -0.08079717  0.20057444  0.14461347  0.1901412  -0.08174641
  0.06223238  0.05652233 -0.2702686   0.05593266  0.05563955 -0.02944322
  0.2211558   0.15572008 -0.1187401  -0.01686405  0.22219136 -0.11596161
  0.29466105  0.16064239  0.23148859 -0.18898141]"
12,Command,"[-0.06425247  0.15596072  0.10266574  0.07797582  0.10873862 -0.10026257
  0.16009614 -0.02513076  0.07142062 -0.04826453 -0.03154537  0.02059426
 -0.00717218 -0.11502166  0.00694937 -0.10895701 -0.03507067 -0.13856311
  0.07256147 -0.11065197  0.1298593   0.13285467  0.3258009   0.0501618
 -0.02995144 -0.16425927  0.01864447 -0.05149689  0.10293531 -0.0515813
  0.12550934  0.1880444   0.06804474 -0.02172839  0.12984595 -0.1082931
 -0.03585283  0.29403567  0.04713392  0.10406329 -0.12952472  0.15215643
 -0.19897532 -0.03041448  0.14341035  0.04688035  0.05071877 -0.190563
  0.02937979  0.13895181 -0.09631932 -0.26356047  0.13345     0.07167709
 -0.1343993   0.06293546  0.13488147 -0.02510656 -0.04357419 -0.21281466
 -0.04709368 -0.12701152 -0.04240442  0.08485793  0.09652704 -0.24783747
 -0.1616083   0.06403408  0.3711189  -0.24805495  0.06175726 -0.05982593
  0.18778703  0.04965567  0.10733581  0.10522489 -0.03727479 -0.03627446
  0.0711761   0.05789312  0.01207042 -0.2992702   0.07536407  0.16646966
 -0.12598053  0.01781818 -0.05714975  0.26829463  0.02775274  0.00060585
 -0.07698981  0.12415431 -0.01806915 -0.11638709  0.00873574 -0.08662307
  0.08624493 -0.01200828  0.18609947  0.06522276]"
13,Command,"[ 0.02380953  0.13794777 -0.0062746  -0.14275657 -0.01458571 -0.10584692
  0.03522243  0.07532425  0.09111943 -0.04840704 -0.11150789  0.1305805
  0.21675332 -0.07864051 -0.04044072  0.07761902  0.04388468  0.09176791
 -0.02569714 -0.06620375  0.05209703  0.22030105  0.12668438  0.06672657
 -0.08034    -0.08413038 -0.07213663 -0.11093316 -0.00608183  0.00029834
  0.10385436  0.17699023 -0.06495111  0.10236768 -0.03875286 -0.09231066
  0.11155926  0.00591189 -0.0654346  -0.02793097 -0.2632397   0.06887936
 -0.02426066 -0.01854054  0.2888383  -0.02581987  0.05752142 -0.09386158
  0.02559473 -0.13892259 -0.25611755  0.07906749  0.05008842  0.02131247
 -0.04987616  0.05521711 -0.09296887  0.18429418  0.12079664  0.02547373
 -0.05265061  0.13400002  0.15789255  0.13717829  0.13268955 -0.15588345
 -0.03646991  0.16680944  0.20694403 -0.0857054  -0.16316614 -0.08138193
 -0.08167269 -0.02096097  0.05998874 -0.01260598  0.02488369  0.00032685
  0.23970689  0.09081429  0.10286086 -0.0442564   0.11608672  0.04148965
 -0.03151155  0.03137841 -0.09140816  0.20158982  0.10727271  0.01699295
  0.07407421  0.06419892  0.18153001 -0.01260301  0.03629256 -0.06601394
  0.21065135  0.18689235 -0.00708205 -0.03049319]"
14,Command,"[ 0.02348512  0.15989248  0.0026574   0.10531191  0.06709722 -0.08078455
  0.2501124   0.23274983 -0.13398015 -0.10525206  0.15848015  0.1530994
  0.10728564 -0.30038726 -0.16204256 -0.13097031 -0.14567499  0.12497356
  0.1060347  -0.1563413   0.11404542  0.22652523  0.06627688  0.07426013
 -0.01638238 -0.08886158  0.21766889  0.07989419  0.1365688   0.05188783
  0.1758322   0.29105344 -0.05359548  0.1566071   0.19772816 -0.17597507
  0.02375543  0.23451763  0.01860022 -0.07811735 -0.25990993  0.01145604
  0.0461361  -0.05032597  0.07422632  0.06483179 -0.00663193 -0.06989697
  0.06093251  0.03008451 -0.1925563   0.00601479  0.01518722  0.03543838
 -0.06434264 -0.04815141  0.09415498  0.02856445  0.02963241  0.21822661
 -0.02444423  0.02068098 -0.06682963  0.06071106  0.30482024  0.02215411
  0.01426204  0.14556903  0.2174095  -0.05023041  0.0216039  -0.07742851
  0.02150523  0.1137683   0.17061682 -0.00381759 -0.09096622  0.13914692
 -0.03426876  0.07132169  0.03630443 -0.02049483  0.17159884  0.09171063
 -0.12121707  0.15342535 -0.08132768  0.24325764  0.16384682 -0.02124681
  0.07644594  0.20286268 -0.00885658 -0.00214602  0.12334637 -0.22594608
  0.24626982  0.10673072  0.00077272 -0.11602619]"
15,Command,"[ 0.07262401  0.11264501  0.02215134 -0.01301942  0.0770987  -0.10022133
  0.13785936 -0.03650771 -0.09781959 -0.0019743   0.02106729 -0.05384685
  0.15964782 -0.12726228 -0.0906752  -0.13531785 -0.0865756  -0.00124891
  0.0646831  -0.23295951  0.28345272  0.06935597  0.28275046  0.10072315
 -0.06517742  0.0588115   0.02140225  0.0388382   0.09257025 -0.14324243
  0.05163043  0.16036344 -0.0026151  -0.0282435  -0.02382752 -0.10717752
 -0.0130325   0.23966378 -0.04707628 -0.0936994  -0.10675319  0.09288315
  0.00786189  0.08861905  0.09396908  0.0998475   0.08076299 -0.08477405
 -0.05384761  0.03045776 -0.10900629 -0.1796752   0.19151384  0.00173415
 -0.0843853   0.0301045   0.09963369  0.0088645   0.00073005 -0.09346271
 -0.02842226 -0.09906614 -0.01099915 -0.04448251  0.09331995 -0.2125665
 -0.02966383  0.02671514  0.33990243 -0.17550308 -0.07588334 -0.02287444
  0.13588177  0.05167088  0.09970204  0.03510824 -0.00296856 -0.07639505
  0.12214077  0.13690965  0.02325101 -0.29833773  0.02478677  0.01614184
 -0.15842243 -0.02843498 -0.04368819  0.23026115  0.19216897  0.03059053
 -0.03962703  0.05068026  0.04465846  0.04999717 -0.05671901 -0.08883388
  0.02127928  0.00367692  0.10184365  0.1764677 ]"
16,Command,"[ 0.02559065 -0.17647001 -0.05400016  0.09666459  0.1610029   0.03084126
  0.07656826  0.36811453  0.05544188 -0.02038484  0.15641636  0.24495202
  0.21234275 -0.10499026 -0.11466394 -0.37905702  0.0709421  -0.11746556
  0.0163696  -0.29735112 -0.01371602  0.23446618  0.13731456  0.24879548
 -0.24984083  0.0309336   0.04058437 -0.02466521  0.235081   -0.09596054
 -0.18292606  0.31419957  0.15103173  0.1011844  -0.04125214 -0.1843548
  0.09976249  0.0825579  -0.03429534 -0.19250908 -0.23115686  0.23297215
 -0.0415682  -0.07081144 -0.09656329 -0.04103478 -0.02697924 -0.08029149
  0.00565415 -0.0723206  -0.27327538 -0.18491757  0.01052477  0.11398464
  0.13450639  0.24301262  0.15404569 -0.03191448  0.41998678 -0.08722816
 -0.14503998  0.04810599 -0.13029563  0.14938869  0.13423176 -0.30722505
 -0.23491555  0.24231942  0.6589774  -0.25829563 -0.07386445  0.01955412
  0.25239712  0.05948846  0.12593521 -0.09810022  0.20651653  0.07946807
  0.20089564 -0.06216575  0.1739062  -0.23131499  0.40152067  0.13444638
 -0.08860868 -0.10746548 -0.077068    0.11660572  0.244284   -0.1008955
  0.17329212  0.23647529 -0.05571966 -0.04532709  0.06151351 -0.2036882
  0.01702287  0.06612855  0.01321144  0.27526152]"
17,Command,"[ 2.79245116e-02  8.54417011e-02  8.38197842e-02  1.58668056e-01
  6.97125122e-02 -4.06986997e-02  1.78666219e-01  1.13440558e-01
 -1.87992051e-01 -3.05144697e-01  1.57103762e-01  1.29688740e-01
  5.67015223e-02 -1.61916405e-01 -8.81800279e-02 -2.15279266e-01
 -1.07386008e-01  1.30956590e-01  7.73344710e-02 -4.69277166e-02
  9.81742665e-02  8.47567320e-02  2.52783932e-02  4.78969328e-02
  2.58013513e-02 -5.21336906e-02  1.07041895e-01 -4.09704037e-02
  6.59260154e-02 -8.93882141e-02 -6.03913143e-02  2.20949009e-01
 -9.19225365e-02  1.21893339e-01  1.72573313e-01 -1.27693623e-01
 -6.00997284e-02  2.53291160e-01  7.63256475e-02 -1.28863677e-01
 -3.25420201e-01  6.13932637e-03  3.00334524e-02  5.13958707e-02
  1.37380645e-01 -5.14052436e-02 -1.18194379e-01 -1.72511443e-01
 -4.52976907e-03  1.55316934e-01 -1.85607165e-01 -6.75188452e-02
  2.04015914e-02  7.19753429e-02 -6.12059645e-02 -3.75718176e-02
  3.76456268e-02 -4.83700400e-03  1.54536635e-01  2.15320557e-01
 -6.63211495e-02  6.68747053e-02  6.00619428e-02  2.88390052e-02
  2.40885407e-01  3.17305103e-02  1.28482385e-02  1.51913613e-01
  3.74936342e-01 -7.98606202e-02  1.09418500e-02  3.96767855e-02
  1.48336992e-01  1.22440970e-02  3.31519216e-01 -1.63933307e-01
 -6.62825350e-03  2.56652147e-01  1.50515750e-01  1.11185297e-01
  9.53375921e-02 -1.82859883e-01  1.38403624e-01  8.23811963e-02
 -4.06509452e-02  2.11410239e-01 -1.67289495e-01  1.36428460e-01
  1.95952341e-01 -3.54034007e-02 -1.25333024e-02  1.65923744e-01
  2.18085218e-02 -2.93087233e-02 -8.49071145e-03 -1.32357582e-01
  1.70419320e-01  6.04280494e-02 -2.66042131e-04 -2.53294986e-02]"
18,Command,"[ 0.08043798  0.13217413  0.05676535  0.14614552  0.08314572 -0.05361005
  0.23545873  0.24550873 -0.16172062 -0.13567783  0.14584053  0.16958116
  0.11531904 -0.30722347 -0.09643932 -0.09077393 -0.1339349   0.17716597
  0.1389075  -0.24562943  0.14392927  0.25320658  0.09083556  0.02848398
  0.07038897 -0.0426039   0.23496526  0.06801777  0.14637814 -0.02502095
  0.07900933  0.2869654  -0.04350869  0.14483133  0.14197956 -0.18229002
  0.12894884  0.18739802  0.09029611 -0.09472287 -0.20986426  0.01248076
  0.10043774 -0.07231281  0.14095594 -0.01496299 -0.05532157 -0.06816166
 -0.06061752  0.06364693 -0.16630177 -0.04185371  0.06971914  0.02019156
 -0.11771122  0.04629474  0.04731382  0.05499351  0.09465212  0.20618415
 -0.05812538  0.01788531 -0.01135094  0.06604884  0.26131693 -0.03707829
  0.12492973  0.1209571   0.2916925  -0.02814174 -0.02308837 -0.0643842
  0.0610544   0.09724434  0.21121712 -0.08149666 -0.07799564  0.2023967
  0.04331528  0.02956343  0.10048016 -0.11333124  0.09723147  0.00526189
 -0.12920792  0.15976633 -0.1543095   0.26062605  0.15605214 -0.03336576
  0.08569569  0.19739491 -0.03022114  0.05168486  0.0821796  -0.21600437
  0.18747596  0.07237706  0.02099759 -0.03572917]"
19,Command,"[-9.66356322e-03  1.82524286e-02 -2.07523331e-02 -1.61372442e-02
 -2.17287838e-01 -1.32876068e-01  1.48100242e-01  1.13191202e-01
  9.55111906e-02 -2.19552100e-01 -1.06928349e-02 -6.86926246e-02
  5.66598102e-02 -2.25680411e-01 -1.74404085e-01 -4.21103060e-01
 -4.19410877e-02 -1.30104855e-01  1.90445691e-01 -1.96649492e-01
 -5.06902151e-02 -1.44158509e-02  1.07996739e-01  4.85653281e-02
 -2.28196025e-01  7.44629949e-02 -6.88536316e-02 -4.26866859e-03
  3.02763969e-01 -1.25480518e-01  7.93275535e-02  1.43214524e-01
  1.35317996e-01  2.11903751e-01  7.78383315e-02 -1.87836349e-01
  9.44250226e-02  1.21004820e-01  2.40706950e-02 -5.29462099e-02
 -1.73697248e-01  1.61749005e-01 -8.61942545e-02  5.27015589e-02
  1.44303918e-01  1.47533566e-01 -8.47049132e-02 -1.38525888e-01
  3.16403091e-01  1.19100958e-01 -1.20718382e-01 -1.34624183e-01
  2.20447779e-04  7.23265558e-02  3.54598194e-01  1.51030988e-01
  2.17691958e-01  1.64081603e-01 -1.09430760e-01 -2.34242320e-01
  7.14389607e-04 -2.70644277e-02 -8.75227377e-02  1.05772890e-01
  1.20028965e-01 -1.58833116e-01 -4.60402742e-02  1.38704807e-01
  2.71489292e-01 -3.04054081e-01  5.31599857e-02  3.32376622e-02
  2.29999036e-01  2.04784065e-01  3.21433097e-02  7.25253075e-02
 -8.25004429e-02 -1.04110718e-01  2.26807535e-01 -6.05430230e-02
  8.13040137e-02 -2.47902617e-01  8.62762928e-02 -3.40476297e-02
  5.01458980e-02  1.02004722e-01  2.61859838e-02  1.92202643e-01
  2.58219779e-01 -4.64208350e-02 -1.19783975e-01  3.92272845e-02
  1.12136371e-01 -2.47670993e-01 -1.09513424e-01  2.10634470e-02
  2.66081035e-01  9.09098983e-02  4.65532541e-02  1.14186086e-01]"
20,Request,"[-0.14784105 -0.25220326  0.14495338 -0.09332525 -0.18681562 -0.06131633
  0.11315703 -0.17585556  0.02247108 -0.34824476  0.20321961 -0.20916931
 -0.22885549 -0.10507852 -0.25262335 -0.05384718 -0.12636207 -0.12122349
  0.24939756  0.03434668  0.06387347 -0.06091856  0.29965448 -0.00289875
  0.14258654 -0.26060322  0.06621043 -0.31546474  0.06182092 -0.02241049
  0.0937316   0.10426006  0.00308384  0.03052394  0.23623209  0.03928619
 -0.1642725   0.09439999 -0.16458404 -0.205631   -0.21638519  0.11919103
 -0.00137586  0.11396905  0.15303107  0.20488091 -0.07238025 -0.01548299
  0.00282065  0.09763242  0.0251314  -0.14444761  0.00719464  0.14374046
 -0.09136358  0.00269347 -0.06433785  0.04710609  0.05838859  0.23511605
  0.06676476 -0.09876939  0.12011587 -0.07634758  0.3092235  -0.0718663
 -0.00479409 -0.10478006  0.3076956  -0.2951744  -0.10236036  0.06778119
  0.15689905 -0.23867674  0.20987381  0.17366594 -0.0558922   0.0095549
  0.24528928  0.07543314  0.14106685 -0.3999149   0.22028983 -0.03755258
  0.00352687 -0.01414483 -0.14942239 -0.0821209   0.22432859 -0.00793334
 -0.20351474 -0.03722199  0.11034378  0.06399018 -0.1599288   0.06676126
 -0.06090092  0.10188258  0.01728732  0.09295583]"
21,Command,"[-0.07270503  0.1062702   0.08909588 -0.12814027  0.12890624  0.07845359
  0.02796452  0.25572002 -0.06254773 -0.02014299  0.19070253 -0.01723672
  0.03752767 -0.12698536 -0.19094977 -0.07786565  0.07215222 -0.0887883
 -0.01231217 -0.07909083 -0.01570773  0.29355335  0.06948419  0.03431119
 -0.14140472 -0.10205883 -0.09751955  0.07387358  0.19441178  0.0183876
  0.15849583  0.23804097 -0.00447594  0.09061772  0.03623916 -0.03679508
  0.287416    0.14806882  0.16549218 -0.02693111 -0.20978504  0.12331571
 -0.04447995  0.00863401  0.15775365  0.03803227 -0.13104166 -0.10862657
 -0.01706809 -0.03668994 -0.16967842 -0.01318272 -0.00557964 -0.08285166
  0.1641571   0.19893205  0.09426396  0.13109736  0.03570022 -0.0768903
  0.05512647  0.0111449   0.15688425  0.10101094  0.2999441  -0.07287671
  0.16074133  0.04331208  0.12262487 -0.18108545 -0.08530857  0.13992912
  0.01906262  0.10415997  0.16179405 -0.01264345 -0.0062827   0.16648448
  0.1803052  -0.07717061  0.20702243 -0.12123471  0.04277544 -0.13310239
  0.03481675  0.09678575 -0.06198601  0.18506223  0.05526843 -0.11523209
  0.10748331  0.04024505  0.05150224 -0.08930819  0.06473961 -0.03726429
  0.17485785  0.04437149 -0.06272748 -0.15094516]"
22,Command,"[ 0.0290407   0.06704084 -0.05195291 -0.07474136 -0.0232702  -0.00831688
  0.24617104  0.24783152 -0.16252285 -0.00981994  0.15138716  0.11185966
  0.11220131  0.01717527 -0.07073373 -0.10955611 -0.20305662 -0.2093383
 -0.09881572  0.08038846  0.11960677  0.17522669  0.10042503  0.18749237
  0.08920237 -0.05311063  0.07084578  0.04669554 -0.04067395  0.03720579
  0.01648692  0.15516038  0.0385143   0.08596154 -0.00997899 -0.0628038
 -0.07246206  0.21533044  0.01371519  0.03258986 -0.27412736  0.11503235
 -0.14383478  0.06738888  0.09227145  0.01303812 -0.02592318 -0.08117605
  0.15463828 -0.08092483 -0.0551513  -0.09834675 -0.02135839 -0.15643004
 -0.14260046 -0.00453732  0.14369243  0.01569918  0.07373086 -0.12913135
 -0.0194683  -0.00972369  0.02803217  0.09798321  0.09142682 -0.03619955
 -0.17219271  0.173645    0.38941678 -0.07149533 -0.11834807 -0.03626452
  0.05831105  0.07344054  0.15798405  0.11742574 -0.06114948  0.05998954
  0.14600258 -0.05130403  0.12744673 -0.18911092  0.02002049  0.03903028
 -0.10449684 -0.25996017 -0.06533565  0.14330246  0.07068974 -0.06765845
 -0.015198    0.09464848  0.14748633  0.07395583  0.00382727 -0.14534451
  0.21230276 -0.06267016 -0.06635306 -0.0683107 ]"
23,Request,"[-0.32842493  0.06396264 -0.02563273 -0.21307506 -0.09136045  0.07818528
  0.14880173 -0.03877499 -0.05103436 -0.08092529  0.1754195   0.04996801
 -0.06579636  0.06533769 -0.24345787 -0.06624024  0.04587885  0.17871724
  0.08668693  0.04231755  0.1705203   0.10736137 -0.00192251  0.1423557
 -0.10104325 -0.08609454 -0.1166004  -0.10705105  0.0723345   0.03970637
  0.14642246  0.0142894   0.17768955 -0.19483475  0.25270888  0.14923893
  0.34947538  0.07641111 -0.0079561  -0.10067292 -0.01087252  0.05187054
 -0.20782983  0.04817151  0.42275736 -0.01962998 -0.048289   -0.23134442
 -0.06111917 -0.05564083 -0.11288231 -0.09655663  0.03083612 -0.14909826
 -0.01030479  0.24477704  0.07766365  0.08693242  0.0773499   0.01931173
  0.26823094 -0.07219968  0.18659054 -0.00112715  0.38269868 -0.23350824
  0.09209213  0.10763571  0.04503293  0.05429215 -0.08859233  0.08708601
  0.06151246 -0.07310025  0.25532532 -0.21521224  0.00496303 -0.04702561
  0.29828498 -0.10308368  0.41168764 -0.0612601   0.03846905 -0.1834789
  0.04047413  0.04703188 -0.11960077  0.08830955 -0.06063719  0.06493389
 -0.03202453 -0.00703179 -0.02724559 -0.21763428  0.10449328 -0.06457486
  0.30952832  0.11406245  0.04298135 -0.27111104]"
24,Request,"[-0.02164206 -0.1294832   0.12154112 -0.03260333 -0.13998498 -0.0269124
  0.08894138 -0.08242779 -0.04801405 -0.0330193  -0.23743317 -0.0295826
 -0.04684336 -0.22795887  0.0731794  -0.09985758 -0.16485482 -0.09562432
  0.06756254 -0.23718171 -0.13864699 -0.23691685  0.15239199 -0.12459441
 -0.22470562 -0.05074365  0.02999073  0.06076615  0.03719066 -0.1151448
  0.16833462  0.01967653  0.11019643 -0.07114848  0.06056883 -0.08237399
  0.08240875  0.16641526 -0.06581086  0.02238799 -0.05105636  0.05511174
 -0.11442678 -0.10421679  0.08225586  0.10751619 -0.07153402 -0.3162548
  0.1867674   0.1823446  -0.03477118 -0.06494559 -0.01551498  0.1304614
  0.0306491  -0.08470885  0.0856017   0.14646664 -0.17259577 -0.22733223
 -0.02290879 -0.13426088  0.11042011  0.09971209 -0.14187893 -0.15706255
 -0.00875414 -0.06205489  0.14827596 -0.21821818 -0.26498884  0.04549546
  0.128801   -0.02452075  0.11973152  0.09259792  0.03630411  0.02788331
  0.00287506  0.11602481 -0.01149777 -0.14468884  0.00468009 -0.09367935
 -0.14918889  0.09349404  0.07224369  0.06480306  0.04700666 -0.05200205
  0.05365344 -0.14559111  0.00187629 -0.15948193  0.00584993 -0.076892
  0.16071334  0.03733332 -0.0549179   0.0048779 ]"
25,Command,"[-0.15113373  0.07026535  0.05682139  0.00819754  0.13178597 -0.01464488
  0.0903656   0.30899054  0.01813791  0.07718468  0.39725366  0.16470353
  0.16907206 -0.15932696 -0.0551228  -0.147276    0.00674327  0.02936506
  0.07908023 -0.16695483  0.05859848  0.11413942  0.12241155  0.19836912
  0.03471482 -0.16586676  0.19689213 -0.06618568  0.21666753 -0.0870745
  0.0227719  -0.05170889  0.01819495  0.11220293  0.29008234  0.03389538
  0.11937554  0.06423028  0.12430291 -0.18461326 -0.10563694  0.01314719
  0.00255217 -0.12323482 -0.14396869  0.08038766 -0.20514159 -0.00089779
  0.28773764 -0.09953217 -0.1623522  -0.0106054   0.11170384  0.02401724
 -0.17491873  0.14545223  0.10189767 -0.00864951 -0.1371694   0.07577808
  0.08034507 -0.12204926  0.030272    0.11373661  0.09794293 -0.2479429
  0.11505413  0.08876552 -0.13218257 -0.03094145 -0.16505188 -0.14860754
 -0.02242186  0.09505177  0.0454226  -0.12813397  0.11398902 -0.02662646
 -0.08209133 -0.04825124  0.11436774  0.0186348  -0.02732677 -0.256902
  0.00150562  0.03479547  0.07961205  0.2854011   0.03646878  0.12589265
  0.0436107   0.21756415  0.02681599  0.04370809  0.03021235 -0.03058429
  0.19077455  0.00718418 -0.08712065 -0.02150931]"
26,Command,"[-0.01098776  0.11401077 -0.01170619 -0.12823808  0.03128574 -0.03798585
 -0.00999031  0.1051323   0.09396702 -0.01843027 -0.09360442  0.13624184
  0.15295011 -0.06620302 -0.04215936  0.05338399 -0.02930182  0.08563568
 -0.04204265 -0.04037866  0.01463353  0.18718584  0.16643731  0.02640984
 -0.0737147  -0.05669263 -0.03959458 -0.13558881 -0.03814179  0.03508667
  0.06003867  0.14313063 -0.00756297  0.08821225 -0.0157575  -0.07291839
  0.06597242  0.01305927 -0.05571787 -0.06102186 -0.15422766  0.05794204
 -0.01500164 -0.07696689  0.2890728   0.00645705  0.00095224 -0.07522892
  0.02522558 -0.12861758 -0.17900528  0.05431744  0.05319732  0.06947031
 -0.03557507  0.08459925 -0.05256944  0.18352707  0.1747992   0.06062847
  0.01515595  0.19001417  0.17900312  0.07318877  0.11098787 -0.20118111
 -0.09740889  0.17341642  0.17492084 -0.10414978 -0.13846608 -0.1366537
 -0.06415138 -0.0390798   0.03347225 -0.01803273  0.02990903 -0.00258626
  0.24155922  0.09326789  0.07571661 -0.01221441  0.11767647  0.09978162
 -0.04584838 -0.0010299  -0.19304639  0.17646436  0.0680333   0.00577544
  0.1021873   0.08049599  0.13278657  0.00337044  0.05136343 -0.03402543
  0.20789073  0.19539742  0.01129167 -0.02751884]"
27,Command,"[-0.06087304 -0.02489926  0.00089134 -0.20045328 -0.14941107  0.10642233
 -0.01454523 -0.04333282  0.06340621  0.09782723  0.07852339  0.01402729
 -0.25270486  0.06939705 -0.12459522 -0.14991775 -0.1399422   0.05417636
 -0.04823937  0.14893559  0.18340668  0.14375997  0.09799778 -0.08363469
 -0.04751533 -0.03628951 -0.09172206  0.11846425 -0.10992604 -0.09546556
  0.10219859 -0.01267835  0.03431952  0.09830029  0.23302788 -0.01009678
 -0.03169454  0.11522503  0.18629181  0.21999449 -0.22950646  0.18960747
 -0.06011745  0.08227804  0.28369457  0.04911431 -0.01919309 -0.02012093
 -0.0786205  -0.10839789  0.04275591  0.04006448  0.07737847 -0.01094497
 -0.07563025  0.15692073  0.03916772  0.090801   -0.00577455 -0.11832637
  0.03103557  0.06156262 -0.03669726 -0.15258539  0.12161189 -0.17445523
 -0.03188899  0.10136101  0.08053579 -0.07352278 -0.11673941  0.10981214
  0.05222359 -0.10580961  0.03553481 -0.17711464  0.04208398 -0.19436528
 -0.13407166  0.04376235  0.11697739 -0.20981169 -0.01343289  0.06214632
  0.03201717 -0.14624724 -0.23104025 -0.02278672  0.07329586 -0.08782271
 -0.02294109  0.14279398  0.03990233 -0.01485706  0.02844644  0.0499441
  0.03009614  0.11649558  0.13443236 -0.02382987]"
28,Command,"[ 1.38111636e-01  8.95599127e-02  3.50629799e-02  2.26325765e-02
  2.74827182e-02 -1.14566006e-01  1.89349726e-01  1.09008074e-01
 -3.28447632e-02  5.03240936e-02 -2.54143570e-02  1.03741758e-01
  8.91569331e-02 -2.75304019e-02 -8.74338746e-02 -3.16209704e-01
  6.44439086e-02 -1.77090511e-01  3.15357372e-02 -2.18757153e-01
  1.59561709e-01  5.59429638e-04  3.10326815e-01  7.25124478e-02
 -1.41085789e-01 -1.08070426e-01  1.71585996e-02  1.15049386e-03
  1.06921196e-01 -8.90999064e-02  5.99390827e-02  2.24956676e-01
 -8.74909237e-02  1.19712196e-01  4.85484898e-02 -7.79985636e-02
  8.71322975e-02  2.22166896e-01  1.73943397e-02 -2.31861826e-02
 -1.91614971e-01  2.24692345e-01 -7.67969489e-02 -2.25755647e-02
  3.36630945e-03  5.73053658e-02  9.23602283e-02 -1.06547512e-01
 -4.23134714e-02  1.16383888e-01 -5.34215085e-02 -5.85350730e-02
  1.74972102e-01  1.89991128e-02 -4.42307107e-02 -2.70898134e-04
 -1.49613516e-02  2.81123221e-02  1.37571245e-02 -7.52848014e-02
 -4.58369255e-02 -6.19334169e-02 -7.04345182e-02  1.56179368e-01
  1.18723072e-01 -3.29015046e-01 -9.54212770e-02  9.38134566e-02
  1.74140215e-01 -1.79162860e-01  2.63672769e-02 -1.41892537e-01
  1.49717882e-01 -6.06804341e-03  4.56218608e-02  5.04043214e-02
  1.18388228e-01  1.10836543e-01  9.14767981e-02  1.46439373e-01
  1.33639008e-01 -2.93904573e-01  1.17133319e-01  3.27455215e-02
  4.59452458e-05  1.69060946e-01  6.89682811e-02  1.57039091e-01
  1.88430771e-01 -5.35275526e-02  9.51982960e-02  1.16419911e-01
  1.50005683e-01 -4.37580235e-02  5.23244031e-02 -1.07676722e-01
  1.00693524e-01  1.51301427e-02  1.77354530e-01  1.41685739e-01]"
